tcp_packets,dist_port_tcp,external_ips,vulume_bytes,udp_packets,source_app_packets,remote_app_packets,source_app_bytes,remote_app_bytes,source_app_packets.1,dns_query_times,type
7,0,1,1367,0,8,7,1947,1442,8,1,benign
112,2,5,13168,0,118,144,132394,13620,118,6,benign
188,0,8,21052,0,196,206,195862,21675,196,8,benign
104,0,3,8610,0,108,125,138193,8921,108,4,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
29,0,3,7114,0,32,28,6156,7330,32,3,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
107,8,9,15498,28,145,63,12138,16276,145,10,benign
118,0,1,9054,0,119,107,79239,9127,119,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
268,0,8,33691,0,277,408,473066,34365,277,9,benign
42,0,5,5460,0,47,42,4976,5836,47,5,benign
51,8,6,7643,0,59,52,6798,8289,59,8,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
242,0,5,20155,0,249,291,333869,20668,249,7,benign
96,4,9,13154,0,108,94,37849,14112,108,12,benign
16,0,2,4647,0,18,17,2959,4792,18,2,benign
123,0,6,13836,0,130,137,143800,14365,130,7,benign
714,39,18,84587,0,742,771,670612,86696,742,28,benign
6,0,1,1171,0,7,7,1066,1245,7,1,benign
6,0,1,1185,0,7,7,911,1259,7,1,benign
468,135,5,55528,0,474,556,586229,55986,474,6,benign
6,0,1,1161,0,7,7,911,1235,7,1,benign
20,0,3,3463,0,24,22,3339,3779,24,4,benign
28,0,2,3974,0,31,27,2672,4203,31,3,benign
162,0,8,23002,0,170,218,211023,23593,170,8,benign
99,0,6,11518,0,105,139,135614,11967,105,6,benign
0,0,0,0,0,1,1,159,85,1,1,benign
5,0,1,747,0,6,6,993,823,6,1,benign
767,614,7,63842,0,779,1059,1279305,64755,779,12,benign
7,0,1,1410,0,8,7,934,1483,8,1,benign
21,0,3,4008,0,26,487,56767,4388,26,5,benign
66,0,5,8072,0,72,64,19301,8502,72,6,benign
200,6,4,16461,0,207,335,392537,16989,207,7,benign
29,0,3,7101,0,32,28,6156,7317,32,3,benign
117,0,6,14666,0,123,163,145607,15115,123,6,benign
40,28,4,5666,0,44,39,11110,6012,44,4,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
107,8,9,15498,28,145,63,12138,16276,145,10,benign
118,0,1,9054,0,119,107,79239,9127,119,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
268,0,8,33691,0,277,408,473066,34365,277,9,benign
42,0,5,5460,0,47,42,4976,5836,47,5,benign
51,8,6,7643,0,59,52,6798,8289,59,8,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
242,0,5,20155,0,249,291,333869,20668,249,7,benign
96,4,9,13154,0,108,94,37849,14112,108,12,benign
16,0,2,4647,0,18,17,2959,4792,18,2,benign
123,0,6,13836,0,130,137,143800,14365,130,7,benign
714,39,18,84587,0,742,771,670612,86696,742,28,benign
6,0,1,1171,0,7,7,1066,1245,7,1,benign
6,0,1,1185,0,7,7,911,1259,7,1,benign
468,135,5,55528,0,474,556,586229,55986,474,6,benign
6,0,1,1161,0,7,7,911,1235,7,1,benign
20,0,3,3463,0,24,22,3339,3779,24,4,benign
28,0,2,3974,0,31,27,2672,4203,31,3,benign
162,0,8,23002,0,170,218,211023,23593,170,8,benign
99,0,6,11518,0,105,139,135614,11967,105,6,benign
0,0,0,0,0,1,1,159,85,1,1,benign
5,0,1,747,0,6,6,993,823,6,1,benign
767,614,7,63842,0,779,1059,1279305,64755,779,12,benign
7,0,1,1410,0,8,7,934,1483,8,1,benign
21,0,3,4008,0,26,487,56767,4388,26,5,benign
66,0,5,8072,0,72,64,19301,8502,72,6,benign
200,6,4,16461,0,207,335,392537,16989,207,7,benign
29,0,3,7101,0,32,28,6156,7317,32,3,benign
117,0,6,14666,0,123,163,145607,15115,123,6,benign
40,28,4,5666,0,44,39,11110,6012,44,4,benign
19,0,3,2038,0,22,19,3632,2257,22,3,benign
44,0,3,12985,0,47,43,3922,13220,47,3,benign
73,0,4,5765,0,77,96,110583,6069,77,4,benign
39,0,5,6816,0,44,40,6209,7206,44,5,benign
282,84,10,30286,0,306,410,451015,31832,306,18,benign
176,0,9,21553,0,186,184,144328,22335,186,10,benign
74,0,2,7726,0,76,79,71314,7881,76,2,benign
29,0,3,7119,0,32,28,6156,7335,32,3,benign
1818,63,17,145070,0,1840,3042,4087699,146459,1840,17,benign
44,0,2,5961,0,49,44,4552,6341,49,5,benign
43,0,5,7543,0,48,44,6715,7933,48,5,benign
47,0,6,8805,0,53,48,7831,9273,53,6,benign
18,0,2,1689,0,21,8,1527,1919,21,3,benign
17,0,2,1629,0,20,8,1527,1859,20,3,benign
29,0,3,7099,0,32,28,6156,7315,32,3,benign
29,0,3,7104,0,32,28,6156,7320,32,3,benign
290,0,3,26430,0,292,86,10674,26576,292,2,benign
230,27,7,22517,0,240,406,480558,23296,240,10,benign
29,0,3,7129,0,32,28,6157,7345,32,3,benign
7,0,1,1368,0,8,7,1947,1443,8,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
10,0,1,1034,0,11,11,1818,1108,11,1,benign
343,0,6,30882,0,349,538,723447,31318,349,6,benign
58,0,3,8496,0,65,57,8561,9013,65,7,benign
539,6,17,86701,0,559,631,512483,88236,559,20,benign
60,3,4,6795,0,68,111,77613,7410,68,8,benign
93,0,6,17811,0,101,89,12185,18420,101,8,benign
640,0,4,55774,0,645,1448,2017168,56158,645,5,benign
92,92,2,10177,0,93,90,5224,10264,93,1,benign
16,0,3,2398,0,19,17,3355,2631,19,3,benign
296,91,9,30649,0,307,401,444756,31579,307,11,benign
13,13,1,1499,0,15,14,6775,1662,15,2,benign
13,13,1,1499,0,15,14,6857,1662,15,2,benign
12,0,1,1339,0,14,12,5353,1497,14,2,benign
311,0,5,28988,0,317,462,593851,29424,317,6,benign
51,0,2,4376,0,53,54,51795,4524,53,2,benign
142,22,6,14009,0,154,207,191821,14916,154,12,benign
92,0,2,9186,0,96,97,81990,9485,96,4,benign
246,80,10,23848,0,258,378,432280,24863,258,12,benign
192,31,12,20710,0,219,279,278628,22329,219,19,benign
30,0,4,4588,0,34,28,4216,4880,34,4,benign
61,0,6,11050,0,66,59,7797,11446,66,5,benign
138,0,3,12765,0,143,189,212496,13145,143,5,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,730,0,7,6,836,801,7,1,benign
64,36,7,7224,0,74,65,7182,7962,74,10,benign
2,2,1,148,0,3,1,236,224,3,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
110,7,5,13242,0,117,146,132774,13770,117,7,benign
55,0,1,17251,0,57,63,12140,17394,57,2,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
29,0,3,7129,0,32,28,6156,7345,32,3,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
198,0,3,14261,0,202,277,368939,14572,202,4,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
29,0,1,6907,0,30,27,2557,6988,30,1,benign
818,0,13,62399,0,843,1058,1291903,64458,843,25,benign
44,6,5,7088,0,49,47,10068,7480,49,5,benign
117,0,6,14797,0,124,167,146156,15319,124,7,benign
334,0,8,36304,0,346,367,374906,37237,346,12,benign
20,0,3,2970,0,23,21,3173,3192,23,3,benign
6,0,1,1176,0,7,7,911,1250,7,1,benign
107,0,6,12064,0,113,145,143713,12513,113,6,benign
341,0,4,24184,0,346,357,405564,24553,346,5,benign
405,0,6,122499,0,411,373,169859,122955,411,6,benign
117,0,6,12637,0,125,148,144556,13232,125,8,benign
171,28,13,18452,0,189,198,82292,19843,189,18,benign
39,0,2,10464,0,41,39,3798,10622,41,2,benign
85,0,2,9343,0,100,84,10123,10478,100,15,benign
0,0,0,0,0,1,7,1083,71,1,1,benign
75,9,6,11796,1,84,75,15252,12430,84,8,benign
270,18,8,32409,0,279,306,294860,33120,279,9,benign
84,0,4,11216,0,90,86,44125,11661,90,6,benign
20,6,1,2545,0,22,19,2532,2698,22,2,benign
23,0,2,3994,0,25,23,5076,4152,25,2,benign
49,49,1,10750,0,58,54,15591,11522,58,9,benign
50,0,4,6617,0,54,46,6860,6906,54,4,benign
12,0,1,1501,0,13,11,1224,1577,13,1,benign
709,41,15,83684,0,734,773,669279,85547,734,25,benign
6,0,1,1179,0,7,7,911,1253,7,1,benign
432,6,6,34485,0,440,998,1396982,35120,440,8,benign
0,0,0,0,0,2,2,362,164,2,2,benign
39,0,5,6834,0,44,40,6477,7224,44,5,benign
90,0,1,11066,0,91,77,26243,11141,91,1,benign
123,102,6,14743,0,133,120,45268,15478,133,10,benign
204,23,10,20426,0,222,272,277235,21526,222,13,benign
16,0,2,2548,0,18,16,2369,2696,18,2,benign
29,0,4,4381,0,33,28,3118,4673,33,4,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
29,0,3,7119,0,32,28,6156,7335,32,3,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
161,0,2,16034,0,164,112,16812,16254,164,3,benign
6,0,1,1305,0,7,7,1908,1377,7,1,benign
7,0,1,1368,0,8,7,1947,1443,8,1,benign
6,0,1,1309,0,7,7,1908,1381,7,1,benign
230,0,9,24277,0,240,276,278090,25039,240,10,benign
271,0,3,31608,0,274,333,398982,31832,274,3,benign
286,85,8,29885,0,296,397,442589,30724,296,10,benign
201,0,10,24086,0,212,219,187898,24949,212,11,benign
89,89,2,9997,0,90,90,5224,10084,90,1,benign
28,0,3,7171,0,32,29,3649,7487,32,4,benign
73,13,6,12439,0,79,73,12070,12887,79,6,benign
28,0,3,7158,0,32,29,3649,7474,32,4,benign
162,39,9,19429,0,173,224,216590,20135,173,9,benign
97,0,6,18672,0,104,91,12005,19209,104,7,benign
100,0,6,18964,0,110,98,14248,19717,110,10,benign
18,0,3,2856,0,21,20,2832,3078,21,3,benign
172,0,8,18830,0,181,174,142057,19505,181,9,benign
272,0,5,26687,0,278,495,657758,27123,278,6,benign
16,0,2,2562,0,18,16,2464,2710,18,2,benign
809,0,4,50376,0,813,2534,3667004,50706,813,4,benign
255,0,7,32209,0,269,277,211723,33316,269,14,benign
615,615,8,163387,0,1528,649,197618,233262,1528,913,benign
310,27,8,38204,0,319,381,392065,38907,319,9,benign
32,0,2,4401,0,37,15,2247,4810,37,5,benign
6,0,1,1174,0,7,7,911,1248,7,1,benign
29,0,3,7121,0,32,28,6156,7337,32,3,benign
12,0,1,1211,0,14,12,2246,1359,14,2,benign
69,0,6,8887,0,74,69,37839,9261,74,5,benign
26,0,2,8409,0,29,26,4741,8614,29,3,benign
6,0,1,1178,0,7,7,911,1252,7,1,benign
97,6,6,13180,0,103,97,49923,13657,103,6,benign
650,0,5,48518,0,655,662,695699,48890,655,5,benign
329,6,10,46816,0,345,321,206466,48128,345,16,benign
36,0,3,7001,0,41,487,56779,7381,41,5,benign
89,89,2,9997,0,91,91,5311,10171,91,2,benign
185,27,1,16210,0,187,345,442385,16361,187,2,benign
29,12,2,5733,0,31,17,3146,5880,31,2,benign
48,0,1,8170,0,50,42,5362,8314,50,2,benign
539,0,4,37527,0,543,1041,1497488,37821,543,4,benign
424,25,12,41384,0,439,572,649720,42543,439,15,benign
8,0,1,918,0,9,8,3155,993,9,1,benign
335,0,10,55134,0,350,368,242355,56265,350,15,benign
29,0,4,4382,0,33,28,3868,4674,33,4,benign
319,0,4,20627,0,324,656,947354,20997,324,5,benign
321,111,8,33427,0,340,440,476470,35064,340,19,benign
50,43,1,6562,0,51,64,70793,6649,51,1,benign
129,0,7,17185,2,140,140,102344,17856,140,9,benign
6,0,1,444,0,7,1,234,519,7,1,benign
6,0,1,752,0,8,7,1329,909,8,2,benign
899,865,3,57552,0,904,1965,2876057,57940,904,5,benign
28,0,3,7156,0,34,32,4034,7642,34,6,benign
0,0,0,0,0,2,107,10639,153,2,2,benign
175,27,10,20490,0,189,178,98609,21575,189,14,benign
22,0,3,3597,0,26,23,3397,3913,26,4,benign
96,0,4,9412,0,100,155,196756,9727,100,4,benign
6,0,1,1178,0,7,7,911,1252,7,1,benign
88,0,3,11394,0,95,90,60220,11916,95,7,benign
61,0,3,9032,0,68,58,8470,9549,68,7,benign
38,0,3,3938,0,42,37,3924,4239,42,4,benign
6,0,1,989,0,7,7,654,1063,7,1,benign
58,0,3,8498,0,62,54,7726,8799,62,4,benign
90,90,2,10057,0,91,90,5224,10144,91,1,benign
34,0,4,6276,0,38,35,5007,6588,38,4,benign
175,0,6,24590,0,186,171,85581,25454,186,11,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
48,0,1,3378,0,51,83,55993,3606,51,3,benign
7,0,1,1367,0,8,7,1947,1442,8,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1308,0,7,7,1947,1383,7,1,benign
6,0,1,1307,0,7,7,1947,1382,7,1,benign
20,6,1,2545,0,22,19,2632,2698,22,2,benign
75,0,1,8169,0,76,74,74758,8240,76,1,benign
444,0,2,48737,0,446,755,1040596,48887,446,2,benign
10,0,1,1230,0,12,10,1893,1390,12,2,benign
420,0,13,43155,0,434,497,562900,44215,434,14,benign
209,0,2,14885,0,211,358,525475,15034,211,2,benign
4,0,1,296,0,4,0,0,296,4,0,benign
21,0,2,2903,0,24,20,3365,3111,24,3,benign
1383,4,8,120914,0,1391,2172,3029006,121539,1391,8,benign
203,20,9,17733,0,212,255,275334,18476,212,9,benign
14,6,2,1460,0,16,14,4711,1609,16,2,benign
5,0,1,536,0,6,5,1531,609,6,1,benign
364,0,12,35496,0,378,397,412643,36546,378,14,benign
19,0,1,2056,0,20,17,3955,2133,20,1,benign
158,12,6,16333,0,167,204,183313,17015,167,9,benign
481,0,7,66022,0,488,598,685590,66557,488,7,benign
14,6,2,1460,0,16,14,5737,1609,16,2,benign
5,0,1,568,0,6,5,1041,646,6,1,benign
774,0,2,65590,0,776,1525,2228965,65740,776,2,benign
13,6,1,1692,0,15,13,2001,1845,15,2,benign
6601,0,2,416122,0,6603,12449,17341982,416272,6603,2,benign
91,53,6,15674,1,100,89,15967,16290,100,8,benign
833,419,15,67838,0,849,1049,1262149,69144,849,16,benign
15,0,2,2835,0,17,17,2290,2993,17,2,benign
6,0,1,610,0,7,5,1509,683,7,1,benign
14,6,2,1460,0,16,14,4930,1609,16,2,benign
374,0,2,41538,0,376,487,617688,41688,376,2,benign
61,0,3,6248,0,65,60,44693,6556,65,4,benign
1398,9,21,124827,0,1425,2167,2848518,126886,1425,27,benign
702,6,2,44589,0,704,1287,1792256,44738,704,2,benign
24,0,2,2589,0,26,22,3787,2741,26,2,benign
4857,0,3,379157,0,4860,5174,5759109,379382,4860,3,benign
43,6,6,7291,0,49,44,5556,7760,49,6,benign
33,6,2,3895,0,36,31,9634,4121,36,3,benign
13,0,2,1542,0,16,37,31881,1769,16,3,benign
5,0,1,536,0,6,5,1333,609,6,1,benign
1089,0,11,87854,0,1103,1633,2217289,88911,1103,14,benign
289,0,3,27932,0,292,318,383740,28151,292,3,benign
6608,0,2,416899,0,6610,10639,14693091,417049,6610,2,benign
261,0,2,18487,0,263,318,382562,18637,263,2,benign
109,47,11,15792,0,123,110,38019,16875,123,14,benign
8263,0,2,516411,0,8265,12602,17125079,516561,8265,2,benign
37,37,2,3671,0,40,33,6688,3931,40,3,benign
5,0,1,536,0,6,5,1274,609,6,1,benign
269,0,10,28376,0,281,328,364152,29287,281,12,benign
44,44,1,10012,0,48,43,3888,10304,48,4,benign
24,0,1,1776,0,28,4,912,2084,28,4,benign
205,0,2,14729,0,207,251,303368,14879,207,2,benign
5,0,1,605,0,6,5,1262,678,6,1,benign
83,0,8,12204,0,91,88,33536,12817,91,8,benign
100,49,6,19158,1,109,102,17248,19774,109,8,benign
7,0,1,787,0,8,7,3180,866,8,1,benign
15,6,2,1520,0,17,15,6118,1669,17,2,benign
13,0,2,2125,0,15,14,1629,2271,15,2,benign
14,6,2,1460,0,16,14,5272,1609,16,2,benign
58,41,5,8756,0,65,73,25652,9307,65,7,benign
7291,0,3,474662,0,7294,10501,14434910,474882,7294,3,benign
6,0,1,813,0,7,7,3586,883,7,1,benign
14,6,2,1460,0,16,14,5768,1609,16,2,benign
11,0,2,1621,0,13,13,1772,1772,13,2,benign
5,0,1,605,0,6,5,1333,678,6,1,benign
42,34,2,3108,0,44,2,440,3256,44,2,benign
3742,0,2,239397,0,3744,6336,8676578,239547,3744,2,benign
5,0,1,536,0,6,5,1278,609,6,1,benign
32,22,3,4718,0,35,32,10116,4976,35,3,benign
12,0,1,1665,0,15,15,1608,1890,15,3,benign
358,0,2,39990,0,360,537,694147,40140,360,2,benign
13,0,2,1565,0,15,13,1635,1709,15,2,benign
509,0,4,50472,0,517,756,1017246,51098,517,8,benign
11,0,2,1618,0,13,13,1604,1769,13,2,benign
1022,0,11,95717,0,1036,1400,1785052,96771,1036,14,benign
17,0,3,1410,0,20,18,4955,1636,20,3,benign
244,8,6,25179,0,252,305,348135,25791,252,8,benign
13,0,3,2577,0,18,16,2774,2869,18,4,benign
676,0,7,56161,0,685,1181,1663246,56838,685,9,benign
176,13,5,29992,0,183,158,30574,30553,183,7,benign
533,0,3,85130,0,537,758,903372,85442,537,4,benign
20,6,1,2545,0,22,19,2532,2698,22,2,benign
11,0,2,1109,0,13,12,1534,1252,13,2,benign
16,0,2,2105,0,19,18,2403,2327,19,3,benign
26,0,3,2660,0,29,25,3764,2884,29,3,benign
430,0,1,64360,0,432,373,35075,64504,432,2,benign
5,0,1,860,0,6,5,563,936,6,1,benign
132,23,7,11781,0,141,190,210258,12433,141,9,benign
6,0,1,659,0,7,6,701,730,7,1,benign
277,4,4,21489,0,282,443,589651,21888,282,5,benign
850,205,12,87745,0,859,1271,1646619,88423,859,9,benign
432,0,1,30650,0,437,682,941099,31013,437,5,benign
58,0,3,11379,0,62,54,6762,11693,62,4,benign
50,6,4,8219,0,55,47,7146,8608,55,5,benign
39,0,3,6023,0,43,37,5571,6337,43,4,benign
10,10,1,895,0,12,10,1349,1071,12,2,benign
7,0,1,1048,0,8,7,934,1121,8,1,benign
89,31,4,8720,0,93,107,98938,9051,93,4,benign
23,0,1,2098,0,28,24,5868,2517,28,5,benign
18,0,1,2205,0,19,16,1756,2283,19,1,benign
166,20,9,15654,0,177,159,64338,16525,177,11,benign
52,6,4,7561,0,58,50,7521,8028,58,6,benign
585,4,14,63928,0,600,772,846375,65054,600,15,benign
44,6,4,6834,0,49,42,6731,7223,49,5,benign
94,29,11,14415,0,106,92,21145,15380,106,12,benign
7,0,1,2755,0,8,7,902,2836,8,1,benign
160,22,6,12418,0,166,226,270358,12936,166,6,benign
163,21,5,13424,0,168,231,270341,13840,168,5,benign
148,21,5,11713,0,153,224,269776,12140,153,5,benign
157,21,4,12236,0,161,223,269378,12578,161,4,benign
26,0,1,8133,0,27,22,2030,8214,27,1,benign
310,6,6,28047,0,316,417,528144,28503,316,6,benign
222,0,10,23955,0,232,218,175194,24721,232,10,benign
272,0,5,25651,0,284,379,421812,26589,284,12,benign
41,6,4,6041,0,46,39,6412,6430,46,5,benign
27,20,3,3919,0,31,28,7821,4243,31,4,benign
13,0,2,1356,0,15,13,5018,1505,15,2,benign
151,21,5,11876,0,156,224,269776,12303,156,5,benign
179,0,2,32610,0,182,149,18613,32834,182,3,benign
52,6,4,7535,0,58,50,7507,8002,58,6,benign
39,0,3,6021,0,43,37,5570,6335,43,4,benign
258,0,7,32956,0,271,274,207210,33982,271,13,benign
52,6,4,7568,0,58,50,7524,8035,58,6,benign
43,15,3,6903,0,48,42,9890,7275,48,5,benign
170,0,3,30661,0,173,142,17668,30885,173,3,benign
6,0,1,1073,0,7,6,612,1146,7,1,benign
15928,42,9,967516,0,15937,31011,46654264,968220,15937,9,benign
151,21,4,11879,0,155,224,269456,12221,155,4,benign
9,0,1,1187,0,11,10,1260,1340,11,2,benign
44,6,4,6856,0,49,42,6731,7245,49,5,benign
17,17,5,1998,3,28,6,1111,2475,28,6,benign
229,0,9,25435,0,240,279,269137,26298,240,11,benign
214,29,10,19876,0,226,492,301557,20848,226,12,benign
51,6,4,7518,0,56,48,7323,7907,56,5,benign
51,6,4,7496,0,56,48,7216,7885,56,5,benign
153,22,4,11996,0,158,225,269953,12429,158,5,benign
6,0,1,687,0,7,6,1119,764,7,1,benign
148,45,15,18505,0,159,135,15242,19342,159,11,benign
6,0,1,848,0,7,6,680,922,7,1,benign
41,0,5,7153,0,46,42,7134,7543,46,5,benign
58,0,3,11412,0,61,53,6619,11648,61,3,benign
401,6,5,27904,0,407,756,1073555,28356,407,6,benign
89,29,5,8714,0,94,111,99564,9130,94,5,benign
20,0,2,2691,0,23,20,2970,2912,23,3,benign
11,0,1,1636,0,12,12,2162,1711,12,1,benign
494,10,12,49771,0,508,715,838211,50816,508,14,benign
51,6,4,7501,0,57,49,7466,7968,57,6,benign
548,0,16,49606,0,566,769,962911,50939,566,18,benign
233,28,9,21714,0,243,303,308541,22524,243,10,benign
29,0,1,8853,0,30,27,2493,8934,30,1,benign
51,6,4,7513,0,57,49,7551,7980,57,6,benign
7,0,1,2777,0,8,7,902,2858,8,1,benign
28,6,3,2900,0,31,26,4391,3131,31,3,benign
88,28,5,8688,0,93,111,99488,9104,93,5,benign
5,0,1,399,0,6,5,844,475,6,1,benign
155,21,5,12119,0,160,224,269730,12546,160,5,benign
44,6,4,6816,0,49,42,6685,7205,49,5,benign
17,11,2,2169,0,20,18,2567,2419,20,3,benign
50,6,4,8234,0,55,47,7206,8623,55,5,benign
17,11,2,1868,0,19,16,2283,2016,19,2,benign
51,6,4,7495,0,57,49,7516,7962,57,6,benign
148,21,5,11696,0,153,223,269833,12129,153,5,benign
44,6,4,6799,0,49,42,6637,7188,49,5,benign
94,13,4,10381,0,100,133,69343,10837,100,6,benign
12,0,2,2241,0,14,13,1922,2390,14,2,benign
90,32,5,8765,0,95,110,99433,9181,95,5,benign
90,30,4,8768,0,94,106,98877,9099,94,4,benign
45,0,3,4534,0,48,48,38698,4758,48,3,benign
51,0,5,8239,0,57,51,9146,8710,57,6,benign
0,0,0,0,0,1,1,181,82,1,1,benign
54,0,3,4789,0,57,75,92499,5023,57,3,benign
62,6,4,12056,0,67,58,7869,12445,67,5,benign
160,22,5,12401,0,165,226,269892,12828,165,5,benign
39,0,5,6764,0,44,40,6206,7154,44,5,benign
159,22,4,12351,0,163,222,269294,12693,163,4,benign
12,0,2,3154,0,14,12,1776,3313,14,2,benign
0,0,0,0,0,1,25,2993,71,1,1,benign
19,0,3,2070,0,22,19,3614,2293,22,3,benign
44,6,4,6812,0,49,42,6765,7201,49,5,benign
196,23,10,19139,0,207,188,75873,20010,207,11,benign
507,4,13,58321,0,525,749,826059,59683,525,18,benign
926,0,9,94857,0,940,1180,1487898,95907,940,14,benign
44,6,4,6823,0,49,42,6733,7212,49,5,benign
90,56,6,18591,0,101,100,26369,19478,101,11,benign
361,0,9,32762,0,372,457,535415,33610,372,11,benign
11,0,1,1635,0,12,12,2162,1710,12,1,benign
5,0,1,440,0,6,5,762,518,6,1,benign
505,0,1,76444,0,506,438,39198,76516,506,1,benign
6,0,1,599,0,7,5,1300,680,7,1,benign
8,0,1,592,0,10,2,175,735,10,2,benign
6,0,1,727,0,7,6,793,809,7,1,benign
6,0,1,548,0,7,6,714,622,7,1,benign
22,0,2,3745,0,25,20,5777,4001,25,3,benign
14,0,2,2175,0,16,14,4740,2351,16,2,benign
48,0,4,6329,0,56,32,6753,6974,56,8,benign
244,15,5,42551,0,251,274,255180,43119,251,7,benign
45,8,6,6937,0,53,47,5991,7579,53,8,benign
6,0,1,1038,0,7,6,1486,1122,7,1,benign
23,0,1,5112,0,25,46,5029,5260,25,2,benign
111,24,3,9540,0,118,136,146943,10127,118,7,benign
12,12,1,888,0,12,0,0,888,12,0,benign
26,0,1,3651,0,34,145,135541,4281,34,8,benign
13,0,2,1596,0,15,13,2063,1752,15,2,benign
394,0,11,67645,0,562,370,75776,80945,562,168,benign
115,24,7,12921,0,124,182,136472,13605,124,9,benign
6,0,1,640,0,7,6,1315,712,7,1,benign
23,0,1,3903,0,25,17,2099,4046,25,2,benign
11,0,2,1619,0,13,13,1621,1769,13,2,benign
102,0,4,12183,0,106,149,148036,12492,106,4,benign
7,0,1,1092,0,8,7,1366,1165,8,1,benign
18,0,1,1873,0,19,16,2744,1950,19,1,benign
165,0,4,14362,0,169,212,255895,14667,169,4,benign
83,6,4,5873,0,87,83,87693,6161,87,4,benign
28,0,5,3992,0,33,30,6868,4366,33,5,benign
301,14,14,43974,0,320,289,192736,45472,320,19,benign
576,53,10,56674,0,589,1078,1027439,57654,589,13,benign
6,0,1,1094,0,7,7,750,1168,7,1,benign
53,6,7,8857,0,62,55,7655,9552,62,9,benign
23,0,3,3515,0,27,28,3014,3801,27,4,benign
5,0,1,538,0,6,5,820,624,6,1,benign
443,26,7,40421,0,451,478,547986,41066,451,8,benign
36,24,3,5430,0,39,38,5822,5660,39,3,benign
308,0,3,25825,0,320,549,592675,26715,320,12,benign
30,6,4,3397,0,33,28,3672,3637,33,3,benign
167,0,5,12655,0,173,337,458595,13100,173,6,benign
118,0,5,8839,0,122,148,181682,9150,122,4,benign
4,0,1,254,0,5,4,426,335,5,1,benign
30,0,1,8820,0,32,30,4689,8974,32,2,benign
29,0,2,7140,0,31,30,4159,7290,31,2,benign
27,0,1,3613,0,28,24,2966,3686,28,1,benign
8,0,1,1154,0,9,10,3351,1233,9,1,benign
206,0,7,25056,0,213,236,234884,25571,213,7,benign
117,0,4,9105,0,121,252,342259,9405,121,4,benign
6,6,1,444,0,9,3,485,663,9,3,benign
194,0,2,25524,0,196,168,17262,25677,196,2,benign
295,0,6,52327,0,301,349,326162,52772,301,6,benign
70,0,4,6379,0,74,90,86957,6673,74,4,benign
52,8,6,7680,0,60,52,7775,8320,60,8,benign
315,0,8,33030,0,323,383,448496,33639,323,8,benign
6,0,1,1014,0,7,6,880,1087,7,1,benign
457,0,21,61102,0,480,531,386195,62893,480,23,benign
181,67,5,20489,0,189,254,289935,21165,189,8,benign
18,0,3,2119,0,21,18,2789,2346,21,3,benign
16,0,3,1851,0,19,14,1755,2072,19,3,benign
217,18,12,30002,0,232,214,82926,31169,232,15,benign
33,0,4,6146,0,37,34,5078,6458,37,4,benign
42,0,2,2734,0,44,70,93652,2875,44,2,benign
0,0,2,1462,3,4,12,2234,1532,4,1,benign
43,0,4,4772,0,49,37,4730,5220,49,6,benign
27,13,3,4458,0,31,30,8026,4768,31,4,benign
50,26,5,6309,0,58,269,38858,6931,58,8,benign
833,71,6,74187,0,843,1238,1642954,75028,843,10,benign
45,45,4,4523,0,48,33,4238,4774,48,3,benign
75,8,7,11890,0,86,77,9348,12776,86,11,benign
1018,0,5,78014,0,1026,1034,1165495,78615,1026,8,benign
317,47,18,42082,0,342,346,215762,44011,342,25,benign
